rental_id,rental_date,inventory_id,customer_id,return_date,staff_id
1259,2011-06-15 06:37:55,4460,570,2011-06-23 04:02:55,2
1260,2011-06-15 06:42:25,330,586,2011-06-16 10:44:25,2
1261,2011-06-15 06:52:57,2447,95,2011-06-21 01:47:57,2
1262,2011-06-15 06:54:53,4495,236,2011-06-22 08:09:53,2
1263,2011-06-15 06:56:39,4144,540,2011-06-16 11:08:39,1
1264,2011-06-15 06:59:39,4176,439,2011-06-18 08:10:39,2
1265,2011-06-15 07:00:50,982,163,2011-06-19 12:27:50,1
1266,2011-06-15 07:11:39,2230,96,2011-06-21 02:59:39,2
1267,2011-06-15 07:21:21,4246,509,2011-06-17 08:12:21,2
1268,2011-06-15 07:29:30,3641,142,2011-06-23 12:36:30,1
1269,2011-06-15 07:29:59,108,59,2011-06-16 13:26:59,2
1270,2011-06-15 07:30:22,62,395,2011-06-18 11:31:22,2
1271,2011-06-15 07:32:24,379,560,2011-06-21 05:12:24,1
1272,2011-06-15 07:42:58,3128,135,2011-06-18 12:00:58,1
1273,2011-06-15 07:52:35,361,530,2011-06-21 04:55:35,1
1274,2011-06-15 07:52:52,2765,430,2011-06-20 10:01:52,1
1275,2011-06-15 07:55:43,950,214,2011-06-20 06:30:43,1
1276,2011-06-15 08:00:13,1508,388,2011-06-24 02:55:13,2
1277,2011-06-15 08:01:29,76,464,2011-06-22 07:16:29,2
1278,2011-06-15 08:09:12,4471,191,2011-06-17 04:05:12,2
1279,2011-06-15 08:13:57,698,183,2011-06-18 09:36:57,2
1280,2011-06-15 08:16:06,2597,266,2011-06-21 04:10:06,2
1281,2011-06-15 08:21:39,2963,511,2011-06-17 11:03:39,1
1282,2011-06-15 08:25:33,186,539,2011-06-21 04:02:33,1
1283,2011-06-15 08:27:30,3177,470,2011-06-16 09:46:30,2
1284,2011-06-15 08:27:33,1387,463,2011-06-17 03:58:33,1
1285,2011-06-15 08:33:06,1054,254,2011-06-19 07:36:06,1
1286,2011-06-15 08:41:13,774,179,2011-06-23 13:13:13,2
1287,2011-06-15 08:41:38,4204,104,2011-06-22 14:02:38,1
1288,2011-06-15 08:41:52,830,456,2011-06-19 05:30:52,2
1289,2011-06-15 08:44:09,3154,522,2011-06-21 06:04:09,1
1290,2011-06-15 08:52:44,1921,540,2011-06-24 13:36:44,2
1291,2011-06-15 08:55:01,3090,176,2011-06-24 04:22:01,1
1292,2011-06-15 09:03:52,4535,178,2011-06-21 07:53:52,1
1293,2011-06-15 09:06:24,2882,127,2011-06-18 06:58:24,1
1294,2011-06-15 09:09:27,339,327,2011-06-19 04:43:27,1
1295,2011-06-15 09:17:20,2897,449,2011-06-18 10:14:20,2
1296,2011-06-15 09:23:59,1760,200,2011-06-19 03:44:59,2
1297,2011-06-15 09:31:28,1075,4,2011-06-19 04:33:28,1
1298,2011-06-15 09:32:53,4163,334,2011-06-16 12:40:53,2
1299,2011-06-15 09:34:50,1584,91,2011-06-21 12:07:50,1
1300,2011-06-15 09:36:19,2524,186,2011-06-17 13:54:19,2
1301,2011-06-15 09:46:33,1484,33,2011-06-24 08:56:33,2
1302,2011-06-15 09:48:37,324,285,2011-06-22 06:18:37,1
1303,2011-06-15 09:55:57,2001,365,2011-06-20 14:26:57,2
1304,2011-06-15 09:56:02,1304,242,2011-06-24 07:00:02,1
1305,2011-06-15 09:59:16,187,8,2011-06-19 09:48:16,2
1306,2011-06-15 09:59:24,2132,524,2011-06-19 09:37:24,2
1307,2011-06-15 10:06:15,368,507,2011-06-20 04:50:15,2
1308,2011-06-15 10:07:48,220,236,2011-06-24 15:24:48,1
1309,2011-06-15 10:10:49,2356,200,2011-06-16 12:44:49,1
1310,2011-06-15 10:11:42,2045,27,2011-06-16 15:00:42,1
1311,2011-06-15 10:11:59,3114,326,2011-06-17 08:44:59,2
1312,2011-06-15 10:16:27,3608,313,2011-06-20 06:53:27,1
1313,2011-06-15 10:18:34,1657,448,2011-06-23 06:25:34,1
1314,2011-06-15 10:21:45,1359,538,2011-06-21 14:10:45,1
1315,2011-06-15 10:23:08,3844,405,2011-06-21 15:06:08,1
1316,2011-06-15 10:26:23,3891,138,2011-06-21 09:25:23,2
1317,2011-06-15 10:30:19,3696,316,2011-06-24 08:18:19,1
1318,2011-06-15 10:34:26,2760,341,2011-06-20 16:20:26,1
1319,2011-06-15 10:39:05,4296,190,2011-06-18 05:25:05,1
1320,2011-06-15 10:42:13,4484,84,2011-06-17 13:44:13,1
1321,2011-06-15 10:49:17,3516,204,2011-06-16 15:30:17,1
1322,2011-06-15 10:55:09,2076,217,2011-06-18 15:14:09,2
1323,2011-06-15 10:55:17,3273,187,2011-06-24 09:51:17,1
1324,2011-06-15 11:02:45,764,394,2011-06-17 07:14:45,1
1325,2011-06-15 11:03:24,52,193,2011-06-20 10:54:24,1
1326,2011-06-15 11:07:39,59,548,2011-06-22 05:55:39,2
1327,2011-06-15 11:11:39,403,539,2011-06-22 10:45:39,1
1328,2011-06-15 11:23:27,3665,295,2011-06-19 12:42:27,2
1329,2011-06-15 11:25:06,1154,359,2011-06-17 16:10:06,2
1330,2011-06-15 11:29:17,1219,587,2011-06-24 13:36:17,2
1331,2011-06-15 11:34:33,3089,277,2011-06-21 09:46:33,1
1332,2011-06-15 11:36:01,1412,116,2011-06-17 14:29:01,1
1333,2011-06-15 11:37:08,448,310,2011-06-16 10:13:08,2
1334,2011-06-15 11:43:09,1242,269,2011-06-20 15:45:09,2
1335,2011-06-15 11:51:30,1713,64,2011-06-16 16:42:30,2
1336,2011-06-15 12:01:34,1696,290,2011-06-23 12:05:34,1
1337,2011-06-15 12:12:42,4014,465,2011-06-20 12:38:42,2
1338,2011-06-15 12:17:34,1206,25,2011-06-19 07:40:34,2
1339,2011-06-15 12:21:56,424,162,2011-06-19 07:46:56,1
1340,2011-06-15 12:24:15,251,100,2011-06-22 13:02:15,1
1341,2011-06-15 12:26:18,3363,344,2011-06-21 07:26:18,2
1342,2011-06-15 12:26:21,4429,427,2011-06-22 11:23:21,1
1343,2011-06-15 12:27:19,2393,416,2011-06-21 16:57:19,1
1344,2011-06-15 12:29:41,1625,585,2011-06-22 12:45:41,2
1345,2011-06-15 12:32:13,1041,270,2011-06-24 14:02:13,1
1346,2011-06-15 12:39:52,4540,585,2011-06-24 17:43:52,1
1347,2011-06-15 12:43:43,374,190,2011-06-16 09:55:43,1
1348,2011-06-15 12:45:30,2078,196,2011-06-17 17:12:30,1
1349,2011-06-15 12:49:02,1131,267,2011-06-17 15:20:02,1
1350,2011-06-15 12:50:25,4261,316,2011-06-23 11:35:25,1
1351,2011-06-15 12:51:03,2364,484,2011-06-22 07:23:03,1
1352,2011-06-15 12:58:27,4352,276,2011-06-18 10:57:27,1
1353,2011-06-15 13:13:36,2711,480,2011-06-21 08:46:36,2
1354,2011-06-15 13:13:49,1294,83,2011-06-23 13:08:49,2
1355,2011-06-15 13:13:59,4203,499,2011-06-20 12:23:59,1
1356,2011-06-15 13:17:01,1318,212,2011-06-19 16:22:01,1
1357,2011-06-15 13:26:23,2285,205,2011-06-23 14:12:23,1
1358,2011-06-15 13:28:48,2025,442,2011-06-21 13:40:48,1
1359,2011-06-15 13:30:30,3140,353,2011-06-17 14:55:30,1
1360,2011-06-15 13:32:15,4107,14,2011-06-18 10:59:15,2
1361,2011-06-15 13:37:38,4338,115,2011-06-19 17:08:38,1
1362,2011-06-15 13:53:32,4524,98,2011-06-19 16:05:32,1
1363,2011-06-15 14:05:11,771,197,2011-06-17 19:53:11,2
1364,2011-06-15 14:05:32,115,400,2011-06-16 15:31:32,1
1365,2011-06-15 14:09:55,3813,25,2011-06-19 18:11:55,2
1366,2011-06-15 14:21:00,4238,576,2011-06-24 17:36:00,1
1367,2011-06-15 14:25:17,1505,94,2011-06-21 19:15:17,1
1368,2011-06-15 14:27:47,2020,222,2011-06-23 18:07:47,2
1369,2011-06-15 14:29:14,679,221,2011-06-16 13:01:14,1
1370,2011-06-15 14:31:05,644,396,2011-06-22 19:23:05,2
1371,2011-06-15 14:38:15,760,491,2011-06-23 15:36:15,1
1372,2011-06-15 14:45:48,3740,108,2011-06-17 18:02:48,2
1373,2011-06-15 14:48:04,284,51,2011-06-22 09:48:04,1
1374,2011-06-15 14:49:54,3353,120,2011-06-22 12:30:54,1
1375,2011-06-15 14:54:56,3555,500,2011-06-21 14:48:56,2
1376,2011-06-15 14:59:06,4271,215,2011-06-19 17:34:06,1
1377,2011-06-15 15:02:03,3410,245,2011-06-22 14:54:03,2
1378,2011-06-15 15:03:15,4372,253,2011-06-19 16:50:15,1
1379,2011-06-15 15:05:10,810,212,2011-06-18 12:11:10,1
1380,2011-06-15 15:13:10,3376,158,2011-06-18 12:42:10,2
1381,2011-06-15 15:17:21,3262,300,2011-06-20 17:07:21,2
1382,2011-06-15 15:18:08,3133,455,2011-06-22 09:22:08,2
1383,2011-06-15 15:20:06,1281,379,2011-06-24 18:42:06,2
1384,2011-06-15 15:22:03,4242,242,2011-06-18 18:11:03,1
1385,2011-06-15 15:28:23,4073,396,2011-06-18 18:37:23,1
1386,2011-06-15 15:38:58,1296,322,2011-06-20 16:28:58,2
1387,2011-06-15 15:40:56,515,278,2011-06-17 10:39:56,1
1388,2011-06-15 15:48:41,3987,500,2011-06-22 17:51:41,1
1389,2011-06-15 15:49:01,965,472,2011-06-19 11:08:01,2
1390,2011-06-15 16:06:29,4502,254,2011-06-19 13:11:29,1
1391,2011-06-15 16:11:21,4213,273,2011-06-22 21:32:21,1
1392,2011-06-15 16:12:27,363,460,2011-06-16 17:30:27,2
1393,2011-06-15 16:12:50,2767,177,2011-06-19 10:40:50,2
1394,2011-06-15 16:17:21,2802,268,2011-06-21 20:44:21,2
1395,2011-06-15 16:21:04,753,252,2011-06-23 12:52:04,2
1396,2011-06-15 16:22:38,1007,103,2011-06-17 15:53:38,2
1397,2011-06-15 16:25:26,1830,444,2011-06-21 20:45:26,1
1398,2011-06-15 16:28:42,4402,527,2011-06-16 12:11:42,1
1399,2011-06-15 16:29:51,1435,469,2011-06-18 14:06:51,1
1400,2011-06-15 16:29:56,230,571,2011-06-21 14:43:56,2
1401,2011-06-15 16:30:22,4081,366,2011-06-21 11:07:22,2
1402,2011-06-15 16:31:08,1951,381,2011-06-24 19:31:08,1
1403,2011-06-15 16:31:59,3380,546,2011-06-22 14:23:59,2
1404,2011-06-15 16:38:53,2776,375,2011-06-16 20:37:53,1
1405,2011-06-15 16:41:26,3184,243,2011-06-21 18:16:26,1
1406,2011-06-15 16:44:00,3118,199,2011-06-21 11:22:00,2
1407,2011-06-15 16:45:07,1286,89,2011-06-23 14:01:07,1
1408,2011-06-15 16:57:58,2655,396,2011-06-22 21:08:58,1
1409,2011-06-15 16:58:12,1398,297,2011-06-21 11:21:12,2
1410,2011-06-15 16:59:46,809,356,2011-06-21 16:38:46,1
1411,2011-06-15 17:05:36,2276,520,2011-06-21 14:05:36,1
1412,2011-06-15 17:09:48,4236,166,2011-06-18 17:05:48,2
1413,2011-06-15 17:25:07,3625,96,2011-06-21 17:17:07,2
1414,2011-06-15 17:26:32,4005,304,2011-06-22 22:30:32,1
1415,2011-06-15 17:31:57,1885,331,2011-06-16 22:22:57,2
1416,2011-06-15 17:44:57,3816,167,2011-06-22 20:53:57,2
1417,2011-06-15 17:45:51,1334,570,2011-06-19 14:00:51,2
1418,2011-06-15 17:51:27,2974,591,2011-06-18 23:20:27,2
1419,2011-06-15 17:54:50,1208,312,2011-06-17 19:44:50,2
1420,2011-06-15 17:56:14,4149,255,2011-06-24 15:45:14,2
1421,2011-06-15 17:57:04,2439,533,2011-06-21 20:38:04,2
1422,2011-06-15 18:02:53,1021,1,2011-06-19 15:54:53,2
1423,2011-06-15 18:08:12,1396,592,2011-06-24 19:13:12,1
1424,2011-06-15 18:08:14,887,224,2011-06-24 23:16:14,2
1425,2011-06-15 18:13:46,1308,108,2011-06-18 22:50:46,2
1426,2011-06-15 18:16:24,4412,363,2011-06-18 22:15:24,2
1427,2011-06-15 18:17:28,14,100,2011-06-16 15:47:28,1
1428,2011-06-15 18:19:30,3689,583,2011-06-22 23:05:30,2
1429,2011-06-15 18:24:10,4116,362,2011-06-18 16:30:10,1
1430,2011-06-15 18:24:55,3412,194,2011-06-16 12:26:55,1
1431,2011-06-15 18:26:29,3193,438,2011-06-21 17:33:29,1
1432,2011-06-15 18:27:24,523,339,2011-06-21 14:03:24,2
1433,2011-06-15 18:30:00,2310,88,2011-06-16 15:14:00,1
1434,2011-06-15 18:30:46,4228,544,2011-06-24 17:51:46,1
1435,2011-06-15 18:32:30,2769,510,2011-06-24 12:44:30,2
1436,2011-06-15 18:35:40,924,584,2011-06-21 15:04:40,1
1437,2011-06-15 18:37:04,3263,96,2011-06-20 12:56:04,1
1438,2011-06-15 18:38:51,1816,82,2011-06-17 23:50:51,1
1439,2011-06-15 18:45:32,3155,589,2011-06-22 15:57:32,2
1440,2011-06-15 18:53:14,2921,26,2011-06-24 15:28:14,1
1441,2011-06-15 18:54:21,2095,444,2011-06-22 22:48:21,2
1442,2011-06-15 18:55:34,3912,122,2011-06-22 20:41:34,2
1443,2011-06-15 18:57:51,2485,435,2011-06-18 14:18:51,2
1444,2011-06-15 19:08:16,1303,539,2011-06-24 15:20:16,2
1445,2011-06-15 19:10:07,3189,537,2011-06-19 20:27:07,2
1446,2011-06-15 19:13:45,1989,506,2011-06-23 19:43:45,2
1447,2011-06-15 19:13:51,984,471,2011-06-21 22:56:51,1
1448,2011-06-15 19:17:16,2781,246,2011-06-23 21:56:16,2
1449,2011-06-15 19:19:16,1525,471,2011-06-18 15:24:16,2
1450,2011-06-15 19:22:08,4132,268,2011-06-16 17:53:08,2
1451,2011-06-15 19:30:18,3560,18,2011-06-19 19:22:18,2
1452,2011-06-15 19:32:52,4348,243,2011-06-16 13:45:52,1
1453,2011-06-15 19:36:39,3274,457,2011-06-19 00:16:39,2
1454,2011-06-15 19:49:41,102,298,2011-06-17 15:17:41,2
1455,2011-06-15 19:51:06,2194,358,2011-06-18 21:54:06,2
1456,2011-06-15 20:00:11,632,590,2011-06-23 18:03:11,2
1457,2011-06-15 20:05:49,730,345,2011-06-19 15:35:49,1
1458,2011-06-15 20:24:05,3546,178,2011-06-21 01:22:05,1
1459,2011-06-15 20:25:53,1862,218,2011-06-22 23:34:53,2
1460,2011-06-15 20:27:02,1405,565,2011-06-16 16:21:02,1
1461,2011-06-15 20:32:08,4479,216,2011-06-23 01:08:08,1
1462,2011-06-15 20:37:40,653,187,2011-06-18 19:36:40,2
1463,2011-06-15 20:37:51,2984,569,2011-06-21 16:46:51,2
1464,2011-06-15 20:38:14,4113,387,2011-06-17 14:52:14,2
1465,2011-06-15 20:43:08,609,387,2011-06-18 23:00:08,1
1466,2011-06-15 20:46:04,1057,288,2011-06-24 22:46:04,1
1467,2011-06-15 20:47:10,688,506,2011-06-22 00:30:10,1
1468,2011-06-15 20:48:22,228,230,2011-06-21 19:48:22,1
1469,2011-06-15 20:52:36,2451,580,2011-06-21 19:55:36,1
1470,2011-06-15 20:53:07,4044,11,2011-06-25 02:12:07,1
1471,2011-06-15 20:53:26,565,428,2011-06-24 18:25:26,2
1472,2011-06-15 20:54:55,4233,373,2011-06-24 21:52:55,2
1473,2011-06-15 20:55:20,2377,249,2011-06-21 16:40:20,2
1474,2011-06-15 20:55:42,164,202,2011-06-19 02:41:42,2
1475,2011-06-15 21:08:01,1834,344,2011-06-18 22:33:01,2
1476,2011-06-15 21:08:46,1407,1,2011-06-25 02:26:46,1
1477,2011-06-15 21:11:18,418,51,2011-06-19 02:05:18,1
1478,2011-06-15 21:12:13,435,336,2011-06-18 21:43:13,2
1479,2011-06-15 21:13:38,172,592,2011-06-17 01:26:38,2
1480,2011-06-15 21:17:17,2598,27,2011-06-23 22:01:17,1
1481,2011-06-15 21:17:58,3041,125,2011-06-18 17:53:58,2
1482,2011-06-15 21:18:16,3980,60,2011-06-16 17:07:16,1
1483,2011-06-15 21:21:58,1926,242,2011-06-24 00:44:58,2
1484,2011-06-15 21:22:35,1589,320,2011-06-20 02:27:35,2
1485,2011-06-15 21:24:10,194,281,2011-06-24 23:03:10,1
1486,2011-06-15 21:25:30,847,62,2011-06-16 16:36:30,1
1487,2011-06-15 21:27:42,3791,76,2011-06-22 03:09:42,2
1488,2011-06-15 21:39:54,1081,355,2011-06-16 20:33:54,1
1489,2011-06-15 21:41:38,699,213,2011-06-22 17:00:38,1
1490,2011-06-15 21:42:17,3515,123,2011-06-22 02:01:17,2
1491,2011-06-15 21:48:18,848,354,2011-06-20 16:40:18,1
1492,2011-06-15 21:48:35,4148,360,2011-06-17 17:18:35,1
1493,2011-06-15 21:50:32,4581,235,2011-06-17 01:02:32,2
1494,2011-06-15 21:54:20,244,575,2011-06-19 18:46:20,1
1495,2011-06-15 21:54:31,1842,175,2011-06-19 00:08:31,2
1496,2011-06-15 21:55:58,3915,290,2011-06-17 02:28:58,2
1497,2011-06-15 21:56:39,2958,44,2011-06-20 20:32:39,1
1498,2011-06-15 21:58:00,3690,352,2011-06-17 21:50:00,1
1499,2011-06-15 21:58:07,165,375,2011-06-22 19:37:07,2
1500,2011-06-15 22:00:45,2652,237,2011-06-18 16:19:45,2
1501,2011-06-15 22:02:35,1780,148,2011-06-23 18:59:35,1
1502,2011-06-15 22:03:14,3277,5,2011-06-23 18:42:14,2
1503,2011-06-15 22:07:09,763,197,2011-06-20 23:15:09,1
1504,2011-06-15 22:08:06,3621,423,2011-06-24 01:16:06,2
1505,2011-06-15 22:12:50,2961,561,2011-06-17 21:37:50,2
1506,2011-06-15 22:19:37,4085,404,2011-06-22 18:28:37,1
1507,2011-06-15 22:25:26,2514,172,2011-06-19 17:00:26,1
1508,2011-06-15 22:33:24,1141,511,2011-06-18 02:27:24,2
1509,2011-06-15 22:35:53,655,167,2011-06-23 17:09:53,2
1510,2011-06-15 22:39:34,989,338,2011-06-24 19:21:34,2
1511,2011-06-15 22:45:06,1135,330,2011-06-22 22:48:06,1
1512,2011-06-15 22:53:03,1628,452,2011-06-23 18:56:03,1
1513,2011-06-15 22:53:30,1173,368,2011-06-23 01:00:30,1
1514,2011-06-15 22:57:34,2937,410,2011-06-19 20:27:34,1
1515,2011-06-15 23:07:50,3244,115,2011-06-20 02:33:50,2
1516,2011-06-15 23:11:10,3702,530,2011-06-17 20:37:10,1
1517,2011-06-15 23:20:26,3728,148,2011-06-23 23:23:26,1
1518,2011-06-15 23:36:37,4537,237,2011-06-16 18:24:37,2
1519,2011-06-15 23:55:27,1553,155,2011-06-21 04:06:27,2
1520,2011-06-15 23:57:20,3419,341,2011-06-24 23:46:20,1
1521,2011-06-15 23:58:53,4299,149,2011-06-18 03:10:53,1
1522,2011-06-16 00:17:39,235,133,2011-06-22 05:38:39,1
1523,2011-06-16 00:18:40,681,349,2011-06-17 02:50:40,2
1524,2011-06-16 00:25:52,3439,177,2011-06-19 03:32:52,1
1525,2011-06-16 00:26:07,1467,304,2011-06-19 22:37:07,2
1526,2011-06-16 00:27:51,1940,499,2011-06-19 00:19:51,1
1527,2011-06-16 00:31:40,296,188,2011-06-21 05:20:40,1
1528,2011-06-16 00:32:52,4297,110,2011-06-25 01:07:52,2
1529,2011-06-16 00:37:35,1688,362,2011-06-22 18:58:35,2
1530,2011-06-16 00:38:07,2421,392,2011-06-24 02:45:07,2
1531,2011-06-16 00:40:34,1388,515,2011-06-22 02:44:34,1
1532,2011-06-16 00:41:31,3793,290,2011-06-20 21:36:31,1
1533,2011-06-16 00:46:02,2452,116,2011-06-17 20:11:02,1
1534,2011-06-16 00:49:32,3124,42,2011-06-18 02:41:32,1
1535,2011-06-16 00:52:04,1096,202,2011-06-20 22:47:04,2
1536,2011-06-16 00:52:22,3248,339,2011-06-17 21:43:22,1
1537,2011-06-16 00:52:51,4577,594,2011-06-20 19:33:51,2
1538,2011-06-16 01:05:50,708,430,2011-06-18 19:48:50,1
1539,2011-06-16 01:11:25,267,390,2011-06-23 03:43:25,2
1540,2011-06-16 01:14:56,2707,586,2011-06-20 23:31:56,2
1541,2011-06-16 01:15:59,1911,189,2011-06-22 21:26:59,2
1542,2011-06-16 01:20:05,1714,182,2011-06-22 03:59:05,1
1543,2011-06-16 01:24:08,1188,28,2011-06-18 06:24:08,2
1544,2011-06-16 01:28:22,269,43,2011-06-17 06:57:22,2
1545,2011-06-16 01:31:23,762,563,2011-06-24 05:50:23,1
1546,2011-06-16 01:34:05,3913,3,2011-06-24 04:27:05,1
1547,2011-06-16 01:42:24,2909,343,2011-06-19 01:13:24,1
1548,2011-06-16 01:43:33,2094,374,2011-06-23 22:04:33,2
1549,2011-06-16 01:57:15,266,69,2011-06-18 23:30:15,1
1550,2011-06-16 01:58:35,2003,345,2011-06-18 23:56:35,1
1551,2011-06-16 02:01:15,4088,268,2011-06-22 07:33:15,1
1552,2011-06-16 02:01:37,819,518,2011-06-21 00:59:37,2
1553,2011-06-16 02:02:44,4026,416,2011-06-19 07:50:44,1
1554,2011-06-16 02:16:47,715,155,2011-06-22 05:15:47,1
1555,2011-06-16 02:17:07,4168,256,2011-06-22 06:28:07,1
1556,2011-06-16 02:19:02,533,54,2011-06-17 22:36:02,2
1557,2011-06-16 02:28:35,2617,439,2011-06-16 22:11:35,2
1558,2011-06-16 02:33:53,4350,20,2011-06-19 20:50:53,2
1559,2011-06-16 02:35:03,716,574,2011-06-19 21:22:03,1
1560,2011-06-16 02:36:43,3418,239,2011-06-24 23:10:43,2
1561,2011-06-16 02:41:30,2263,431,2011-06-22 05:19:30,1
1562,2011-06-16 02:46:27,595,395,2011-06-23 00:56:27,2
1563,2011-06-16 02:46:28,1516,262,2011-06-18 02:37:28,1
1564,2011-06-16 02:47:07,145,343,2011-06-24 03:12:07,1
1565,2011-06-16 03:13:09,3833,506,2011-06-16 22:42:09,2
1566,2011-06-16 03:13:20,3215,174,2011-06-24 01:59:20,2
1567,2011-06-16 03:13:30,3098,320,2011-06-21 23:56:30,1
1568,2011-06-16 03:14:01,635,178,2011-06-19 21:17:01,2
1569,2011-06-16 03:19:09,3927,363,2011-06-18 21:55:09,2
1570,2011-06-16 03:21:33,3711,82,2011-06-22 22:03:33,2
1571,2011-06-16 03:22:00,1019,54,2011-06-22 23:27:00,1
1572,2011-06-16 03:23:22,4179,560,2011-06-20 06:03:22,2
1573,2011-06-16 03:31:39,4536,371,2011-06-25 04:04:39,1
1574,2011-06-16 03:39:56,161,305,2011-06-22 05:40:56,2
1575,2011-06-16 03:41:38,3317,6,2011-06-22 03:01:38,2
1576,2011-06-16 03:54:39,1014,442,2011-06-24 21:55:39,2
1577,2011-06-16 04:03:28,367,327,2011-06-24 22:40:28,2
1578,2011-06-16 04:08:16,3397,365,2011-06-23 07:57:16,1
1579,2011-06-16 04:09:08,158,35,2011-06-21 05:21:08,2
1580,2011-06-16 04:12:25,2479,87,2011-06-20 06:53:25,1
1581,2011-06-16 04:28:45,4004,109,2011-06-18 07:07:45,1
1582,2011-06-16 04:31:57,163,536,2011-06-22 01:25:57,1
1583,2011-06-16 04:44:23,270,37,2011-06-18 03:44:23,1
1584,2011-06-16 04:50:50,3545,434,2011-06-21 22:51:50,2
1585,2011-06-16 04:51:13,1708,386,2011-06-24 00:23:13,2
1586,2011-06-16 04:51:18,769,140,2011-06-21 06:54:18,2
1587,2011-06-16 04:52:28,1781,62,2011-06-23 07:36:28,1
1588,2011-06-16 04:53:21,4472,322,2011-06-25 07:29:21,2
1589,2011-06-16 04:58:03,4307,293,2011-06-24 08:36:03,1
1590,2011-06-16 05:11:41,3685,98,2011-06-23 10:11:41,1
1591,2011-06-16 05:12:37,1648,83,2011-06-25 06:28:37,2
1592,2011-06-16 05:14:37,3798,187,2011-06-20 10:52:37,2
1593,2011-06-16 05:14:52,766,111,2011-06-24 08:00:52,2
1594,2011-06-16 05:15:12,3858,470,2011-06-25 00:38:12,1
1595,2011-06-16 05:23:46,1481,244,2011-06-20 00:37:46,1
1596,2011-06-16 05:30:58,2552,416,2011-06-21 04:18:58,2
1597,2011-06-16 05:47:03,743,432,2011-06-18 04:21:03,1
1598,2011-06-16 06:02:39,4171,314,2011-06-23 09:09:39,1
1599,2011-06-16 06:03:33,1476,215,2011-06-21 07:46:33,2
1600,2011-06-16 06:04:12,2264,196,2011-06-19 09:39:12,2
1601,2011-06-16 06:11:13,3115,428,2011-06-21 08:57:13,2
1602,2011-06-16 06:12:40,1777,441,2011-06-19 03:50:40,2
1603,2011-06-16 06:14:03,3308,395,2011-06-17 06:04:03,2
1604,2011-06-16 06:14:25,3226,272,2011-06-17 03:53:25,2
1605,2011-06-16 06:17:55,593,197,2011-06-25 01:25:55,1
1606,2011-06-16 06:18:31,4290,253,2011-06-25 09:15:31,1
1607,2011-06-16 06:25:35,3289,513,2011-06-20 02:50:35,2
1608,2011-06-16 06:28:57,2581,386,2011-06-24 05:20:57,2
1609,2011-06-16 06:34:59,2279,174,2011-06-17 09:41:59,2
1610,2011-06-16 06:36:33,3551,534,2011-06-19 07:12:33,1
1611,2011-06-16 06:41:35,1739,393,2011-06-25 06:13:35,2
1612,2011-06-16 06:52:05,3025,355,2011-06-19 01:51:05,1
1613,2011-06-16 06:55:10,4462,573,2011-06-24 12:08:10,1
1614,2011-06-16 06:58:02,23,489,2011-06-23 11:24:02,1
1615,2011-06-16 07:00:28,3894,362,2011-06-25 08:53:28,1
1616,2011-06-16 07:04:52,2296,204,2011-06-24 04:06:52,1
1617,2011-06-16 07:06:06,1382,83,2011-06-25 03:35:06,1
1618,2011-06-16 07:08:38,3741,134,2011-06-25 05:26:38,2
1619,2011-06-16 07:14:13,4258,232,2011-06-19 05:50:13,2
1620,2011-06-16 07:21:30,389,561,2011-06-17 09:46:30,1
1621,2011-06-16 07:24:12,3677,177,2011-06-19 02:35:12,1
1622,2011-06-16 07:33:18,1774,311,2011-06-21 07:23:18,1
1623,2011-06-16 07:48:50,4485,378,2011-06-17 03:53:50,2
1624,2011-06-16 07:48:57,1066,314,2011-06-17 05:52:57,1
1625,2011-06-16 07:49:08,3367,39,2011-06-24 09:08:08,2
1626,2011-06-16 07:49:47,694,260,2011-06-22 13:32:47,2
1627,2011-06-16 07:51:09,4135,468,2011-06-24 02:24:09,1
1628,2011-06-16 07:52:55,868,427,2011-06-25 11:09:55,1
1629,2011-06-16 07:53:47,4375,339,2011-06-22 13:03:47,1
1630,2011-06-16 07:55:01,2413,130,2011-06-19 06:38:01,1
1631,2011-06-16 08:01:02,2466,5,2011-06-19 09:04:02,1
1632,2011-06-16 08:03:42,1518,319,2011-06-17 03:40:42,1
1633,2011-06-16 08:08:40,280,4,2011-06-17 11:12:40,1
1634,2011-06-16 08:16:05,3990,121,2011-06-17 04:49:05,1
1635,2011-06-16 08:26:56,1187,566,2011-06-25 06:17:56,2
1636,2011-06-16 08:28:54,2052,574,2011-06-24 09:23:54,1
1637,2011-06-16 08:29:58,906,212,2011-06-23 04:55:58,2
1638,2011-06-16 08:32:36,1905,181,2011-06-18 07:11:36,2
1639,2011-06-16 08:33:39,176,450,2011-06-25 07:51:39,1
1640,2011-06-16 08:35:39,443,86,2011-06-17 05:37:39,2
1641,2011-06-16 08:46:26,2925,259,2011-06-24 14:39:26,2
1642,2011-06-16 08:54:15,3875,287,2011-06-18 12:36:15,1
1643,2011-06-16 08:55:35,1352,484,2011-06-21 05:36:35,2
1644,2011-06-16 08:58:18,749,596,2011-06-21 06:47:18,1
1645,2011-06-16 09:10:06,4434,234,2011-06-23 04:36:06,2
1646,2011-06-16 09:12:53,4037,131,2011-06-24 08:03:53,2
1647,2011-06-16 09:14:58,1936,454,2011-06-17 10:46:58,1
1648,2011-06-16 09:17:07,457,427,2011-06-24 06:31:07,2
