payment_id,customer_id,staff_id,rental_id,amount,payment_date
2872,106,1,15154,6.99,2011-08-22 14:27:37
2873,107,1,170,5.99,2011-05-26 03:11:12
2874,107,1,1026,5.99,2011-05-31 03:45:26
2875,107,2,1243,2.99,2011-06-15 05:07:32
2876,107,2,2693,6.99,2011-06-19 13:11:47
2877,107,2,2860,4.99,2011-06-19 23:20:40
2878,107,2,2897,3.99,2011-06-20 02:34:23
2879,107,1,3033,3.99,2011-06-20 12:02:05
2880,107,2,3120,0.99,2011-06-20 18:19:29
2881,107,2,3174,0.99,2011-06-20 22:24:00
2882,107,2,3824,6.99,2011-07-06 15:43:15
2883,107,2,5311,4.99,2011-07-09 16:02:54
2884,107,2,5575,2.99,2011-07-10 03:55:50
2885,107,2,5798,3.99,2011-07-10 14:45:09
2886,107,2,6131,2.99,2011-07-11 08:22:05
2887,107,2,6133,0.99,2011-07-11 08:25:22
2888,107,1,6811,5.99,2011-07-12 17:54:33
2889,107,2,6934,6.99,2011-07-26 23:11:03
2890,107,2,7447,4.99,2011-07-27 18:02:08
2891,107,1,7600,7.99,2011-07-27 23:41:18
2892,107,1,8162,4.99,2011-07-28 21:11:46
2893,107,2,8704,1.99,2011-07-29 17:13:45
2894,107,1,9155,2.99,2011-07-30 11:00:00
2895,107,2,9351,2.99,2011-07-30 18:28:30
2896,107,1,10226,4.99,2011-08-01 01:40:04
2897,107,2,13361,4.99,2011-08-19 21:07:22
2898,107,1,13510,6.99,2011-08-20 02:18:30
2899,107,1,14562,4.99,2011-08-21 16:22:59
2900,107,1,15560,3.99,2011-08-23 05:01:13
2901,107,1,13079,1.98,2006-02-14 15:16:03
2902,107,1,15497,0.00,2006-02-14 15:16:03
2903,108,1,105,4.99,2011-05-25 17:54:12
2904,108,2,1055,0.99,2011-05-31 07:47:18
2905,108,2,1372,4.99,2011-06-15 14:45:48
2906,108,1,1425,2.99,2011-06-15 18:13:46
2907,108,1,2061,8.99,2011-06-17 15:47:00
2908,108,1,2210,2.99,2011-06-18 02:27:01
2909,108,2,3116,4.99,2011-06-20 18:04:55
2910,108,1,3875,0.99,2011-07-06 18:15:39
2911,108,2,4082,2.99,2011-07-07 05:11:53
2912,108,1,4303,1.99,2011-07-07 16:57:32
2913,108,1,4650,4.99,2011-07-08 09:32:08
2914,108,1,4754,0.99,2011-07-08 14:20:01
2915,108,2,5274,6.99,2011-07-09 14:34:09
2916,108,1,5661,5.99,2011-07-10 07:53:51
2917,108,2,5806,4.99,2011-07-10 15:11:54
2918,108,1,6841,0.99,2011-07-12 19:04:24
2919,108,2,8329,5.99,2011-07-29 04:06:33
2920,108,2,8587,4.99,2011-07-29 12:18:40
2921,108,1,8846,4.99,2011-07-29 23:10:28
2922,108,2,9755,4.99,2011-07-31 09:24:55
2923,108,1,11316,5.99,2011-08-02 16:07:49
2924,108,2,11445,6.99,2011-08-02 20:33:35
2925,108,2,11759,2.99,2011-08-17 09:41:23
2926,108,1,12583,2.99,2011-08-18 15:51:36
2927,108,2,12625,6.99,2011-08-18 17:36:19
2928,108,2,13754,2.99,2011-08-20 11:18:08
2929,108,2,14635,3.99,2011-08-21 18:51:43
2930,108,2,15556,8.99,2011-08-23 04:52:16
2931,108,1,16001,2.99,2011-08-23 20:45:53
2932,108,1,15294,4.99,2006-02-14 15:16:03
2933,109,1,203,5.99,2011-05-26 07:27:57
2934,109,1,386,0.99,2011-05-27 10:26:31
2935,109,2,622,3.99,2011-05-28 15:58:22
2936,109,1,698,0.99,2011-05-29 02:10:52
2937,109,1,1061,7.99,2011-05-31 08:27:58
2938,109,1,1106,4.99,2011-05-31 14:36:52
2939,109,1,1115,2.99,2011-05-31 16:07:09
2940,109,2,1581,2.99,2011-06-16 04:28:45
2941,109,2,1891,3.99,2011-06-17 04:16:44
2942,109,2,2198,6.99,2011-06-18 01:51:22
2943,109,2,2679,5.99,2011-06-19 12:12:30
2944,109,2,3076,5.99,2011-06-20 15:01:19
2945,109,1,4921,4.99,2011-07-08 21:43:21
2946,109,1,5027,2.99,2011-07-09 02:32:37
2947,109,2,5296,2.99,2011-07-09 15:26:27
2948,109,2,6920,6.99,2011-07-12 22:32:58
2949,109,2,7145,0.99,2011-07-27 07:01:00
2950,109,1,8006,3.99,2011-07-28 15:15:41
2951,109,1,9230,0.99,2011-07-30 13:39:42
2952,109,1,9871,2.99,2011-07-31 13:25:46
2953,109,2,10240,0.99,2011-08-01 02:09:33
2954,109,2,10892,3.99,2011-08-02 01:12:06
2955,109,2,12137,6.99,2011-08-17 23:52:26
2956,109,1,13264,3.99,2011-08-19 17:27:10
2957,109,2,15398,7.99,2011-08-22 23:10:49
2958,109,2,15677,2.99,2011-08-23 09:23:36
2959,110,1,515,7.99,2011-05-28 03:10:10
2960,110,2,538,1.99,2011-05-28 06:21:05
2961,110,2,1528,8.99,2011-06-16 00:32:52
2962,110,1,3587,4.99,2011-07-06 04:27:52
2963,110,1,4317,2.99,2011-07-07 17:44:49
2964,110,2,4827,4.99,2011-07-08 17:46:30
2965,110,1,6160,4.99,2011-07-11 10:08:13
2966,110,1,7474,0.99,2011-07-27 19:07:17
2967,110,2,7542,0.99,2011-07-27 21:43:04
2968,110,1,7570,2.99,2011-07-27 22:40:06
2969,110,1,11647,7.99,2011-08-17 04:54:14
2970,110,2,12585,3.99,2011-08-18 15:52:12
2971,110,1,13723,2.99,2011-08-20 10:05:30
2972,110,2,15381,2.99,2011-08-22 22:28:36
2973,111,2,505,2.99,2011-05-28 02:06:37
2974,111,1,1593,6.99,2011-06-16 05:14:52
2975,111,2,1974,2.99,2011-06-17 09:30:05
2976,111,2,1999,1.99,2011-06-17 11:30:08
2977,111,2,2297,4.99,2011-06-18 08:17:41
2978,111,2,3087,2.99,2011-06-20 15:53:59
2979,111,2,3333,2.99,2011-06-21 10:01:36
2980,111,2,3485,1.99,2011-07-05 23:25:54
2981,111,1,3551,3.99,2011-07-06 02:33:48
2982,111,2,3963,9.99,2011-07-06 22:19:17
2983,111,1,4249,4.99,2011-07-07 14:05:17
2984,111,2,4286,0.99,2011-07-07 15:36:44
2985,111,1,6896,2.99,2011-07-12 21:25:37
2986,111,2,8525,0.99,2011-07-29 10:20:19
2987,111,2,9933,0.99,2011-07-31 15:24:46
2988,111,2,10039,2.99,2011-07-31 18:50:40
2989,111,2,10602,4.99,2011-08-01 14:30:23
2990,111,1,10952,4.99,2011-08-02 03:28:21
2991,111,2,10990,4.99,2011-08-02 04:41:06
2992,111,2,11239,2.99,2011-08-02 13:27:11
2993,111,2,12196,3.99,2011-08-18 02:08:48
2994,111,2,13251,2.99,2011-08-19 16:48:37
2995,111,2,13525,5.99,2011-08-20 02:50:44
2996,111,1,14949,0.99,2011-08-22 06:12:16
2997,111,2,15174,6.99,2011-08-22 15:26:36
2998,111,2,15542,2.99,2006-02-14 15:16:03
2999,112,1,396,0.99,2011-05-27 11:47:04
3000,112,2,701,2.99,2011-05-29 02:26:27
3001,112,1,1835,4.99,2011-06-16 23:05:36
3002,112,2,1930,2.99,2011-06-17 06:50:46
3003,112,1,2193,4.99,2011-06-18 01:38:45
3004,112,2,3018,2.99,2011-06-20 11:10:35
3005,112,1,5351,4.99,2011-07-09 17:40:52
3006,112,1,5385,2.99,2011-07-09 19:18:11
3007,112,2,6550,2.99,2011-07-12 05:03:14
3008,112,2,7691,4.99,2011-07-28 03:30:09
3009,112,2,7761,4.99,2011-07-28 06:31:45
3010,112,1,9217,4.99,2011-07-30 13:13:55
3011,112,2,9321,6.99,2011-07-30 17:19:44
3012,112,2,9609,4.99,2011-07-31 03:53:24
3013,112,1,9830,5.99,2011-07-31 11:59:05
3014,112,2,9911,3.99,2011-07-31 14:48:01
3015,112,1,10038,2.99,2011-07-31 18:49:12
3016,112,2,10596,5.99,2011-08-01 14:18:57
3017,112,1,11019,2.99,2011-08-02 05:29:31
3018,112,1,11599,7.99,2011-08-17 03:08:10
3019,112,2,11659,4.99,2011-08-17 05:20:45
3020,112,2,11863,3.99,2011-08-17 13:56:01
3021,112,2,13611,8.99,2011-08-20 06:20:42
3022,112,2,13879,2.99,2011-08-20 15:18:10
3023,112,2,14049,5.99,2011-08-20 22:08:55
3024,112,1,14358,0.99,2011-08-21 09:14:28
3025,112,2,15304,4.99,2011-08-22 19:45:57
3026,112,1,15671,0.99,2011-08-23 09:08:16
3027,112,1,15687,8.99,2011-08-23 09:46:33
3028,112,1,15756,2.99,2011-08-23 12:47:05
3029,113,1,510,0.99,2011-05-28 02:52:14
3030,113,2,776,0.99,2011-05-29 13:35:35
3031,113,2,2077,4.99,2011-06-17 16:46:11
3032,113,1,2282,2.99,2011-06-18 06:48:23
3033,113,1,2783,2.99,2011-06-19 18:29:10
3034,113,2,3004,0.99,2011-06-20 10:04:36
3035,113,1,3124,8.99,2011-06-20 18:28:19
3036,113,1,3162,6.99,2011-06-20 21:21:15
3037,113,2,3657,5.99,2011-07-06 07:55:30
3038,113,1,4333,2.99,2011-07-07 18:31:50
3039,113,2,5189,2.99,2011-07-09 10:23:21
3040,113,2,5324,2.99,2011-07-09 16:34:18
3041,113,2,5655,4.99,2011-07-10 07:31:06
3042,113,1,5774,5.99,2011-07-10 13:31:56
3043,113,1,6025,0.99,2011-07-11 02:18:13
3044,113,1,6836,0.99,2011-07-12 18:58:05
3045,113,2,7468,5.99,2011-07-27 18:52:27
3046,113,2,7587,2.99,2011-07-27 23:23:03
3047,113,2,9221,6.99,2011-07-30 13:20:06
3048,113,2,10181,4.99,2011-08-01 00:00:44
3049,113,1,10378,0.99,2011-08-01 06:30:04
3050,113,2,10578,1.99,2011-08-01 13:48:02
3051,113,2,11655,7.99,2011-08-17 05:11:07
3052,113,1,11872,5.99,2011-08-17 14:11:45
3053,113,1,12392,5.99,2011-08-18 08:57:58
3054,113,2,12817,3.99,2011-08-19 01:04:35
3055,113,2,13406,2.99,2011-08-19 22:22:01
3056,113,1,15600,1.99,2011-08-23 06:31:24
3057,113,1,15770,2.99,2011-08-23 13:18:16
3058,114,1,205,4.99,2011-05-26 07:59:37
3059,114,1,255,4.99,2011-05-26 14:52:15
3060,114,2,889,2.99,2011-05-30 07:14:53
3061,114,1,2059,2.99,2011-06-17 15:36:12
3062,114,2,2680,7.99,2011-06-19 12:13:37
3063,114,1,3094,2.99,2011-06-20 16:06:51
3064,114,2,3144,5.99,2011-06-20 20:14:20
3065,114,1,3484,4.99,2011-07-05 23:23:11
3066,114,1,3924,2.99,2011-07-06 20:38:02
3067,114,1,4025,0.99,2011-07-07 02:13:24
3068,114,1,5418,0.99,2011-07-09 20:41:35
3069,114,2,5624,4.99,2011-07-10 05:43:16
3070,114,1,5625,2.99,2011-07-10 05:44:02
3071,114,1,6188,2.99,2011-07-11 11:31:47
3072,114,1,6754,4.99,2011-07-12 14:59:24
3073,114,2,7316,2.99,2011-07-27 13:19:03
3074,114,2,7462,2.99,2011-07-27 18:47:47
3075,114,2,7565,2.99,2011-07-27 22:33:59
3076,114,2,7938,5.99,2011-07-28 12:39:11
3077,114,2,8496,4.99,2011-07-29 09:05:33
3078,114,1,8590,10.99,2011-07-29 12:32:20
3079,114,1,9717,4.99,2011-07-31 08:24:41
3080,114,1,11547,4.99,2011-08-17 00:59:24
3081,114,2,12326,0.99,2011-08-18 06:41:59
3082,114,1,12685,6.99,2011-08-18 19:51:29
3083,114,2,13459,6.99,2011-08-20 00:45:40
3084,114,2,14158,5.99,2011-08-21 02:43:20
3085,114,1,14867,4.99,2011-08-22 03:14:46
3086,114,1,15485,0.99,2011-08-23 02:04:57
3087,114,1,15528,2.99,2011-08-23 03:45:40
3088,114,2,15646,3.99,2011-08-23 08:19:55
3089,114,1,16047,0.99,2011-08-23 22:42:48
3090,114,2,12506,4.99,2006-02-14 15:16:03
3091,115,1,915,0.99,2011-05-30 11:20:27
3092,115,1,983,0.99,2011-05-30 22:15:51
3093,115,1,1102,2.99,2011-05-31 14:20:29
3094,115,2,1361,0.99,2011-06-15 13:37:38
3095,115,2,1515,2.99,2011-06-15 23:07:50
3096,115,1,3289,6.99,2011-06-21 06:41:48
3097,115,2,3544,0.99,2011-07-06 02:06:32
3098,115,1,3624,0.99,2011-07-06 06:06:27
3099,115,1,4780,1.99,2011-07-08 16:06:51
3100,115,1,5245,4.99,2011-07-09 13:24:14
3101,115,1,6080,2.99,2011-07-11 05:08:11
3102,115,2,6113,2.99,2011-07-11 07:31:08
3103,115,1,6373,0.99,2011-07-11 21:35:20
3104,115,1,6574,5.99,2011-07-12 06:04:22
3105,115,1,6798,6.99,2011-07-12 16:49:11
3106,115,2,7355,1.99,2011-07-27 14:45:59
3107,115,2,7465,4.99,2011-07-27 18:50:30
3108,115,1,7983,4.99,2011-07-28 14:23:01
3109,115,1,8594,4.99,2011-07-29 12:42:13
3110,115,2,9578,0.99,2011-07-31 02:54:31
3111,115,2,10022,3.99,2011-07-31 18:25:30
3112,115,2,10475,4.99,2011-08-01 10:03:17
3113,115,2,10647,2.99,2011-08-01 16:08:46
3114,115,2,10919,0.99,2011-08-02 02:11:03
3115,115,1,11891,2.99,2011-08-17 15:11:55
3116,115,2,12366,0.99,2011-08-18 07:55:14
3117,115,2,13977,0.99,2011-08-20 19:02:34
3118,115,1,15176,6.99,2011-08-22 15:30:25
3119,115,2,15452,0.99,2011-08-23 00:57:12
3120,115,2,13056,2.99,2006-02-14 15:16:03
3121,116,1,1058,4.99,2011-05-31 08:04:17
3122,116,2,1332,0.99,2011-06-15 11:36:01
3123,116,2,1533,0.99,2011-06-16 00:46:02
3124,116,2,1762,4.99,2011-06-16 17:50:19
3125,116,2,1913,4.99,2011-06-17 05:19:47
3126,116,1,2639,4.99,2011-06-19 09:24:02
3127,116,1,2861,3.99,2011-06-19 23:21:34
3128,116,2,3908,6.99,2011-07-06 19:47:26
3129,116,2,3940,2.99,2011-07-06 21:16:59
3130,116,1,4027,0.99,2011-07-07 02:19:01
3131,116,2,4737,4.99,2011-07-08 13:23:53
3132,116,2,5169,2.99,2011-07-09 09:22:25
3133,116,1,6557,4.99,2011-07-12 05:12:03
3134,116,1,7238,0.99,2011-07-27 10:13:41
3135,116,2,7763,5.99,2011-07-28 06:35:16
3136,116,2,9245,6.99,2011-07-30 14:07:50
3137,116,1,9562,3.99,2011-07-31 02:23:20
3138,116,2,10250,1.99,2011-08-01 02:38:42
3139,116,1,10801,1.99,2011-08-01 22:09:35
3140,116,2,11016,4.99,2011-08-02 05:19:13
3141,116,2,12376,2.99,2011-08-18 08:20:29
3142,116,2,13146,7.99,2011-08-19 12:54:42
3143,116,1,13369,0.99,2011-08-19 21:19:47
3144,116,1,13474,0.99,2011-08-20 01:04:32
3145,116,1,13775,6.99,2011-08-20 11:56:30
3146,116,2,14763,11.99,2011-08-21 23:34:00
3147,116,1,14907,2.99,2011-08-22 04:44:09
3148,117,1,700,0.99,2011-05-29 02:18:54
3149,117,2,1114,0.99,2011-05-31 16:00:33
3150,117,1,1755,2.99,2011-06-16 17:18:44
3151,117,2,3218,2.99,2011-06-21 01:38:09
3152,117,2,5506,5.99,2011-07-10 00:45:48
3153,117,1,5673,0.99,2011-07-10 08:21:54
3154,117,1,6093,9.99,2011-07-11 05:52:50
3155,117,1,6449,6.99,2011-07-12 00:48:58
3156,117,1,8687,2.99,2011-07-29 16:19:17
3157,117,2,10556,2.99,2011-08-01 12:58:42
3158,117,1,10558,4.99,2011-08-01 13:00:20
3159,117,2,11467,3.99,2011-08-02 21:47:07
3160,117,1,12143,2.99,2011-08-18 00:06:26
3161,117,1,12337,2.99,2011-08-18 07:02:24
3162,117,1,12575,6.99,2011-08-18 15:37:42
3163,117,1,12618,4.99,2011-08-18 17:24:02
3164,117,1,14784,0.99,2011-08-22 00:23:13
3165,117,2,14854,2.99,2011-08-22 02:26:47
3166,117,1,15432,2.99,2011-08-23 00:26:52
3167,118,2,351,5.99,2011-05-27 05:39:03
3168,118,2,1766,4.99,2011-06-16 17:59:37
3169,118,2,2217,0.99,2011-06-18 03:12:29
3170,118,1,3263,4.99,2011-06-21 04:15:52
3171,118,1,4966,0.99,2011-07-08 23:47:25
3172,118,1,5829,1.99,2011-07-10 16:29:41
3173,118,1,6377,0.99,2011-07-11 21:41:16
3174,118,1,6507,1.99,2011-07-12 03:33:12
3175,118,1,7196,2.99,2011-07-27 08:49:08
3176,118,1,7850,4.99,2011-07-28 09:31:13
3177,118,2,7956,4.99,2011-07-28 13:32:17
3178,118,1,8314,3.99,2011-07-29 03:35:04
3179,118,2,8760,7.99,2011-07-29 19:22:40
3180,118,1,8881,4.99,2011-07-30 00:22:31
3181,118,2,10045,1.99,2011-07-31 19:04:35
3182,118,2,12538,2.99,2011-08-18 14:09:09
3183,118,2,13193,6.99,2011-08-19 14:33:45
3184,118,2,14394,5.99,2011-08-21 10:23:10
3185,118,2,14595,7.99,2011-08-21 17:35:17
3186,118,1,14924,2.99,2011-08-22 05:15:17
3187,118,1,15731,0.99,2011-08-23 11:33:25
3188,119,2,67,0.99,2011-05-25 09:41:01
3189,119,1,235,5.99,2011-05-26 11:51:09
3190,119,2,540,6.99,2011-05-28 06:40:25
3191,119,1,1179,7.99,2011-06-15 00:36:50
3192,119,2,2009,2.99,2011-06-17 11:48:31
3193,119,2,3388,5.99,2011-06-21 14:34:51
3194,119,2,4840,8.99,2011-07-08 18:18:16
3195,119,1,5176,5.99,2011-07-09 09:39:31
3196,119,1,5268,0.99,2011-07-09 14:22:43
3197,119,1,6079,7.99,2011-07-11 05:07:14
3198,119,2,6330,0.99,2011-07-11 19:15:42
3199,119,2,8140,4.99,2011-07-28 20:17:50
3200,119,1,8183,5.99,2011-07-28 22:21:07
3201,119,1,8304,4.99,2011-07-29 03:08:30
3202,119,2,9028,2.99,2011-07-30 06:00:35
3203,119,1,10101,0.99,2011-07-31 20:47:29
3204,119,1,10366,3.99,2011-08-01 06:09:37
3205,119,2,10552,2.99,2011-08-01 12:49:44
3206,119,1,10681,4.99,2011-08-01 17:30:35
3207,119,2,11377,2.99,2011-08-02 18:16:47
3208,119,1,11520,5.99,2011-08-17 00:04:28
3209,119,2,12576,2.99,2011-08-18 15:38:31
3210,119,2,12603,3.99,2011-08-18 16:56:20
3211,119,2,12842,6.99,2011-08-19 01:57:21
3212,119,1,13581,4.99,2011-08-20 05:26:15
3213,119,2,14349,3.99,2011-08-21 08:54:53
3214,119,2,14382,2.99,2011-08-21 10:01:03
3215,119,2,14643,6.99,2011-08-21 19:11:58
3216,119,2,14659,0.99,2011-08-21 19:42:36
3217,119,1,15111,4.99,2011-08-22 12:21:43
3218,119,2,15131,3.99,2011-08-22 13:06:26
3219,119,2,15171,6.99,2011-08-22 15:23:59
3220,119,1,15844,2.99,2011-08-23 15:38:12
3221,119,2,16028,3.99,2011-08-23 21:52:56
3222,120,2,68,7.99,2011-05-25 09:47:31
3223,120,2,532,0.99,2011-05-28 05:36:58
3224,120,1,1374,3.99,2011-06-15 14:49:54
3225,120,1,1820,4.99,2011-06-16 21:34:50
3226,120,2,1932,2.99,2011-06-17 06:54:41
3227,120,1,2169,4.99,2011-06-17 23:57:23
3228,120,1,2803,9.99,2011-06-19 19:18:27
3229,120,1,3133,2.99,2011-06-20 19:18:32
3230,120,1,4001,5.99,2011-07-07 00:07:00
3231,120,2,4272,3.99,2011-07-07 14:39:20
3232,120,2,4342,0.99,2011-07-07 18:47:03
3233,120,2,4666,9.99,2011-07-08 10:05:02
3234,120,1,4942,1.99,2011-07-08 22:42:47
3235,120,2,5288,1.99,2011-07-09 15:13:07
3236,120,2,6503,0.99,2011-07-12 03:18:07
3237,120,1,6989,4.99,2011-07-27 01:00:34
3238,120,2,8046,0.99,2011-07-28 16:49:41
3239,120,2,8756,1.99,2011-07-29 19:18:57
3240,120,1,8998,6.99,2011-07-30 04:54:14
3241,120,2,9907,6.99,2011-07-31 14:39:50
3242,120,2,10161,0.99,2011-07-31 23:09:41
3243,120,2,10696,4.99,2011-08-01 18:18:13
3244,120,1,10940,3.99,2011-08-02 03:08:29
3245,120,2,11133,0.99,2011-08-02 09:15:45
3246,120,2,13167,2.99,2011-08-19 13:36:41
3247,120,2,13375,7.99,2011-08-19 21:31:31
3248,120,1,14001,2.99,2011-08-20 20:07:15
3249,120,1,14153,4.99,2011-08-21 02:24:33
3250,120,1,14246,4.99,2011-08-21 05:34:09
3251,120,2,14460,9.99,2011-08-21 12:48:48
3252,120,2,14969,6.99,2011-08-22 06:49:15
3253,120,1,15780,4.99,2006-02-14 15:16:03
3254,121,1,217,4.99,2011-05-26 09:24:26
3255,121,1,1634,2.99,2011-06-16 08:16:05
3256,121,1,1833,1.99,2011-06-16 22:45:03
3257,121,2,5670,0.99,2011-07-10 08:14:52
3258,121,2,6780,4.99,2011-07-12 16:18:12
3259,121,2,7114,0.99,2011-07-27 05:42:13
3260,121,1,7185,0.99,2011-07-27 08:23:54
3261,121,2,7298,2.99,2011-07-27 12:45:14
3262,121,1,8370,6.99,2011-07-29 05:16:21
3263,121,2,8788,1.99,2011-07-29 20:46:44
3264,121,2,8875,2.99,2011-07-30 00:15:09
3265,121,2,8969,8.99,2011-07-30 04:00:19
3266,121,2,10457,5.99,2011-08-01 09:17:34
3267,121,2,11720,8.99,2011-08-17 07:46:54
3268,121,2,12242,1.99,2011-08-18 03:37:31
3269,121,2,12428,3.99,2011-08-18 10:24:21
3270,121,2,12734,1.99,2011-08-18 22:04:52
3271,121,1,12881,5.99,2011-08-19 03:28:13
3272,121,2,12892,0.99,2011-08-19 03:46:34
3273,121,1,14138,7.99,2011-08-21 01:59:37
3274,121,1,14177,4.99,2011-08-21 03:11:33
3275,121,2,14412,9.99,2011-08-21 11:02:09
3276,121,1,14464,2.99,2011-08-21 12:52:54
3277,121,2,15114,7.99,2011-08-22 12:24:55
3278,121,1,15369,0.99,2011-08-22 21:58:06
3279,121,1,16041,2.99,2011-08-23 22:20:26
3280,122,2,853,0.99,2011-05-30 01:43:31
3281,122,2,1135,4.99,2011-05-31 19:15:11
3282,122,1,1211,0.99,2011-06-15 03:01:20
3283,122,2,1442,7.99,2011-06-15 18:55:34
3284,122,2,2240,3.99,2011-06-18 04:28:27
3285,122,1,2253,0.99,2011-06-18 05:11:43
3286,122,1,2482,4.99,2011-06-18 21:10:44
3287,122,2,2595,4.99,2011-06-19 05:43:55
3288,122,2,2834,1.99,2011-06-19 21:41:46
3289,122,1,3778,2.99,2011-07-06 13:44:48
3290,122,2,3986,4.99,2011-07-06 23:25:13
3291,122,1,4239,7.99,2011-07-07 13:23:17
3292,122,1,4568,4.99,2011-07-08 05:23:59
3293,122,2,5235,6.99,2011-07-09 12:54:25
3294,122,2,6231,0.99,2011-07-11 14:02:36
3295,122,1,6427,0.99,2011-07-11 23:57:34
3296,122,1,6436,0.99,2011-07-12 00:18:42
3297,122,2,6974,7.99,2011-07-27 00:39:16
3298,122,1,7267,2.99,2011-07-27 11:22:55
3299,122,2,7950,4.99,2011-07-28 13:21:00
3300,122,1,8077,2.99,2011-07-28 17:54:35
3301,122,2,8177,0.99,2011-07-28 21:43:54
3302,122,1,8772,5.99,2011-07-29 19:55:25
3303,122,2,9910,4.99,2011-07-31 14:47:57
3304,122,1,10626,1.99,2011-08-01 15:32:41
3305,122,2,11044,3.99,2011-08-02 06:05:27
3306,122,2,11197,2.99,2011-08-02 11:45:07
3307,122,2,12476,4.99,2011-08-18 12:22:40
3308,122,2,12711,4.99,2011-08-18 21:03:32
3309,122,1,13171,2.99,2011-08-19 13:48:54
3310,122,1,13812,4.99,2011-08-20 13:01:43
3311,122,2,14666,5.99,2011-08-21 19:51:09
3312,123,1,992,2.99,2011-05-30 23:47:56
3313,123,2,1490,4.99,2011-06-15 21:42:17
3314,123,1,1751,0.99,2011-06-16 17:00:14
3315,123,2,1775,4.99,2011-06-16 18:28:19
3316,123,2,1951,0.99,2011-06-17 08:30:35
3317,123,1,2594,2.99,2011-06-19 05:43:43
3318,123,1,4442,3.99,2011-07-07 23:05:30
3319,123,1,4860,8.99,2011-07-08 18:54:07
3320,123,2,7535,4.99,2011-07-27 21:32:39
3321,123,1,7727,2.99,2011-07-28 04:52:43
3322,123,2,7768,0.99,2011-07-28 06:44:03
3323,123,1,7852,2.99,2011-07-28 09:34:29
3324,123,1,7969,5.99,2011-07-28 13:57:37
3325,123,2,8699,4.99,2011-07-29 16:53:00
3326,123,2,9529,4.99,2011-07-31 01:05:26
3327,123,1,10066,4.99,2011-07-31 19:30:01
3328,123,2,10295,8.99,2011-08-01 03:53:49
3329,123,1,12360,2.99,2011-08-18 07:46:35
3330,123,1,12402,3.99,2011-08-18 09:27:34
3331,123,1,13668,2.99,2011-08-20 08:26:06
3332,123,2,15152,7.99,2011-08-22 14:25:21
3333,123,2,15525,4.99,2011-08-23 03:43:32
3334,123,1,15621,1.99,2011-08-23 07:13:43
3335,123,2,15787,2.99,2011-08-23 13:51:57
3336,124,1,775,0.99,2011-05-29 13:23:26
3337,124,2,1039,4.99,2011-05-31 05:32:29
3338,124,2,1057,3.99,2011-05-31 07:58:06
3339,124,2,1130,5.99,2011-05-31 18:13:57
3340,124,2,2336,1.99,2011-06-18 11:00:05
3341,124,1,4341,7.99,2011-07-07 18:44:23
3342,124,2,4709,2.99,2011-07-08 12:04:34
3343,124,1,5566,2.99,2011-07-10 03:30:17
3344,124,1,6411,2.99,2011-07-11 23:10:50
3345,124,1,7519,6.99,2011-07-27 21:01:41
3346,124,2,7700,8.99,2011-07-28 03:54:14
3347,124,2,8524,0.99,2011-07-29 10:20:07
3348,124,1,9986,3.99,2011-07-31 17:16:50
3349,124,2,11493,5.99,2011-08-02 22:47:00
3350,124,1,12835,4.99,2011-08-19 01:47:45
3351,124,2,14737,0.99,2011-08-21 22:27:11
3352,124,2,15266,4.99,2011-08-22 18:37:24
3353,124,2,16023,0.99,2011-08-23 21:45:02
3354,125,2,185,3.99,2011-05-26 05:30:03
3355,125,1,1481,2.99,2011-06-15 21:17:58
3356,125,1,2355,3.99,2011-06-18 12:57:06
3357,125,1,2826,7.99,2011-06-19 20:41:35
3358,125,1,3118,4.99,2011-06-20 18:05:57
3359,125,1,3617,4.99,2011-07-06 05:58:06
3360,125,1,5200,2.99,2011-07-09 10:52:09
3361,125,2,5523,7.99,2011-07-10 01:47:55
3362,125,1,6055,0.99,2011-07-11 03:59:08
3363,125,2,6268,6.99,2011-07-11 15:55:34
3364,125,1,7323,4.99,2011-07-27 13:39:40
3365,125,2,7879,0.99,2011-07-28 10:27:46
3366,125,2,7922,0.99,2011-07-28 12:05:25
3367,125,2,8375,2.99,2011-07-29 05:25:30
3368,125,1,8433,2.99,2011-07-29 07:19:16
3369,125,1,8832,4.99,2011-07-29 22:37:49
3370,125,1,9129,9.99,2011-07-30 09:51:21
3371,125,1,9496,4.99,2011-07-30 23:55:20
3372,125,2,9504,0.99,2011-07-31 00:09:07
3373,125,1,9722,4.99,2011-07-31 08:29:48
3374,125,2,9734,2.99,2011-07-31 08:57:45
3375,125,1,10583,2.99,2011-08-01 13:54:35
3376,125,1,10699,2.99,2011-08-01 18:24:51
3377,125,2,11279,7.99,2011-08-02 14:30:03
3378,125,1,11806,4.99,2011-08-17 11:49:28
3379,125,1,11832,4.99,2011-08-17 12:55:31
3380,125,1,11999,0.99,2011-08-17 18:47:07
3381,125,1,12075,4.99,2011-08-17 21:54:55
3382,125,2,12262,2.99,2011-08-18 04:16:15
3383,125,2,13441,6.99,2011-08-19 23:48:23
3384,125,2,14456,2.99,2011-08-21 12:38:09
3385,125,1,15055,2.99,2011-08-22 10:14:39
3386,126,1,9,4.99,2011-05-25 00:00:40
3387,126,1,752,4.99,2011-05-29 10:14:15
3388,126,2,1054,4.99,2011-05-31 07:33:25
3389,126,1,3450,2.99,2011-06-21 21:01:57
